beat_index,RR_prev(s),RR_next(s),Heart_Rate(bpm),R_amp,QRS_max,QRS_min
430,0.7444,0.7917,80.597,0.9728,0.9728,-0.2216
431,0.7917,0.8194,75.7895,1.0312,1.0312,-0.2283
432,0.8194,0.8139,73.2203,1.0207,1.0207,-0.27
433,0.8139,0.7722,73.7201,0.9945,0.9949,-0.2314
434,0.7722,0.7694,77.6978,0.9827,0.9827,-0.2213
435,0.7694,0.7583,77.9783,0.9833,0.9833,-0.2361
436,0.7583,0.75,79.1209,0.9761,0.9761,-0.2227
437,0.75,0.775,80.0,1.0004,1.0004,-0.2366
438,0.775,0.8,77.4194,0.9871,0.9871,-0.2293
439,0.8,0.8056,75.0,1.0234,1.0234,-0.2301
440,0.8056,0.8028,74.4828,1.0389,1.0389,-0.2269
441,0.8028,0.5361,74.7405,1.1804,1.2068,-0.2578
442,0.5361,0.9389,111.9171,1.2276,1.2276,-0.182
443,0.9389,0.7639,63.9053,1.2625,1.2625,-0.2155
444,0.7639,0.7222,78.5455,1.2085,1.2085,-0.2478
445,0.7222,0.7556,83.0769,1.1868,1.1868,-0.1726
446,0.7556,0.8028,79.4118,1.1455,1.1744,-0.216
447,0.8028,0.775,74.7405,1.1277,1.1277,-0.2018
448,0.775,0.7194,77.4194,1.1183,1.1183,-0.2139
449,0.7194,0.725,83.3977,1.089,1.089,-0.2257
450,0.725,0.6944,82.7586,1.1246,1.1246,-0.2066
451,0.6944,0.6944,86.4,1.1338,1.1338,-0.216
452,0.6944,0.7083,86.4,1.0787,1.1024,-0.2543
453,0.7083,0.7028,84.7059,1.1354,1.1354,-0.2061
454,0.7028,0.7167,85.3755,1.1533,1.1533,-0.2273
455,0.7167,0.7417,83.7209,1.0496,1.0496,-0.223
456,0.7417,0.7528,80.8989,1.3986,1.4331,-0.2101
457,0.7528,0.7194,79.7048,1.1507,1.1507,-0.2082
458,0.7194,0.6889,83.3977,1.0946,1.0946,-0.2034
459,0.6889,0.7056,87.0968,1.035,1.035,-0.2054
460,0.7056,0.6917,85.0394,1.1235,1.1235,-0.1961
461,0.6917,0.7167,86.747,1.0808,1.0808,-0.2195
462,0.7167,0.7556,83.7209,1.0017,1.0023,-0.2172
463,0.7556,0.7528,79.4118,1.1049,1.1049,-0.2077
464,0.7528,0.7333,79.7048,1.1309,1.1309,-0.2181
465,0.7333,0.7389,81.8182,1.0533,1.0533,-0.204
466,0.7389,0.7611,81.203,0.9883,0.9892,-0.2156
467,0.7611,0.7028,78.8321,1.0171,1.0171,-0.1839
468,0.7028,0.7028,85.3755,1.0686,1.0686,-0.2137
469,0.7028,0.725,85.3755,1.001,1.001,-0.2226
470,0.725,0.7667,82.7586,1.064,1.064,-0.2658
471,0.7667,0.7806,78.2609,1.0619,1.0619,-0.2145
472,0.7806,0.8028,76.8683,1.0535,1.0535,-0.2313
473,0.8028,0.7778,74.7405,0.996,0.996,-0.2166
474,0.7778,0.7472,77.1429,1.179,1.179,-0.2274
475,0.7472,0.7528,80.2974,1.0411,1.0411,-0.2239
476,0.7528,0.775,79.7048,0.9829,0.9939,-0.2593
477,0.775,0.7778,77.4194,0.9547,0.9547,-0.2168
478,0.7778,0.775,77.1429,1.0259,1.0259,-0.235
479,0.775,0.8222,77.4194,1.0119,1.0119,-0.2271
480,0.8222,0.8167,72.973,0.9637,0.9637,-0.2284
481,0.8167,0.8056,73.4694,1.1567,1.1911,-0.2192
482,0.8056,0.7667,74.4828,0.9597,0.9597,-0.2316
483,0.7667,0.7667,78.2609,0.9203,0.9262,-0.2157
484,0.7667,0.775,78.2609,0.9643,0.9643,-0.2256
485,0.775,0.8056,77.4194,1.004,1.004,-0.2183
486,0.8056,0.8139,74.4828,0.9165,0.9165,-0.2463
487,0.8139,0.825,73.7201,1.2067,1.2067,-0.2381
488,0.825,0.7833,72.7273,1.0018,1.0018,-0.2328
489,0.7833,0.7528,76.5957,0.9899,0.9899,-0.223
490,0.7528,0.7528,79.7048,0.9453,0.9453,-0.2331
491,0.7528,0.725,79.7048,1.0011,1.0011,-0.2512
492,0.725,0.7194,82.7586,1.2324,1.2324,-0.2015
493,0.7194,0.7333,83.3977,0.9178,0.9178,-0.3284
494,0.7333,0.7556,81.8182,0.9678,0.9678,-0.1472
495,0.7556,0.7444,79.4118,1.0284,1.0284,-0.2703
496,0.7444,0.7306,80.597,0.9256,0.9307,-0.2407
497,0.7306,0.7083,82.1293,0.9891,0.9922,-0.2311
498,0.7083,0.6944,84.7059,0.9342,0.9342,-0.2175
499,0.6944,0.6972,86.4,1.0107,1.0107,-0.2208
500,0.6972,0.7194,86.0558,1.0073,1.0073,-0.2228
501,0.7194,0.725,83.3977,0.9543,0.9543,-0.2634
502,0.725,0.7528,82.7586,1.037,1.037,-0.2414
503,0.7528,0.7639,79.7048,1.0359,1.0361,-0.2205
504,0.7639,0.775,78.5455,1.0438,1.0438,-0.2627
505,0.775,0.75,77.4194,0.9775,0.9775,-0.2214
506,0.75,0.7389,80.0,1.0408,1.0408,-0.2095
507,0.7389,0.7083,81.203,1.0348,1.0348,-0.2089
508,0.7083,0.7444,84.7059,0.9206,0.9206,-0.2058
509,0.7444,0.7639,80.597,0.9955,0.9955,-0.2433
510,0.7639,0.8111,78.5455,1.0761,1.0761,-0.2327
511,0.8111,0.7667,73.9726,1.1034,1.1034,-0.2643
512,0.7667,0.7694,78.2609,1.0534,1.0534,-0.206
513,0.7694,0.7639,77.9783,1.1853,1.1853,-0.2256
514,0.7639,0.7417,78.5455,1.1078,1.1078,-0.2323
515,0.7417,0.7417,80.8989,1.0709,1.0709,-0.222
516,0.7417,0.7333,80.8989,1.0301,1.0301,-0.2502
517,0.7333,0.7611,81.8182,1.2169,1.2745,-0.2354
518,0.7611,0.775,78.8321,1.1418,1.1425,-0.2255
519,0.775,0.8,77.4194,1.0877,1.0877,-0.2358
520,0.8,0.7889,75.0,1.297,1.297,-0.2183
521,0.7889,0.7778,76.0563,1.1084,1.1084,-0.2601
522,0.7778,0.7278,77.1429,1.1041,1.1114,-0.2225
523,0.7278,0.7583,82.4427,1.0421,1.0421,-0.234
524,0.7583,0.7556,79.1209,1.0585,1.0585,-0.2469
525,0.7556,0.7611,79.4118,1.07,1.07,-0.2383
526,0.7611,0.7583,78.8321,1.1083,1.1083,-0.2176
527,0.7583,0.7917,79.1209,1.0396,1.0396,-0.223
528,0.7917,0.8139,75.7895,1.0599,1.0599,-0.2258
529,0.8139,0.7611,73.7201,1.314,1.314,-0.2139
530,0.7611,0.7306,78.8321,1.0689,1.0689,-0.2298
531,0.7306,0.7583,82.1293,1.0744,1.0744,-0.2015
532,0.7583,0.7528,79.1209,1.0566,1.0569,-0.2499
533,0.7528,0.7944,79.7048,1.0533,1.0533,-0.2293
534,0.7944,0.8194,75.5245,1.0392,1.0392,-0.2208
535,0.8194,0.7833,73.2203,1.0515,1.0515,-0.2337
536,0.7833,0.7722,76.5957,1.0719,1.0719,-0.2357
537,0.7722,0.7528,77.6978,1.0199,1.0199,-0.2741
538,0.7528,0.7694,79.7048,1.0814,1.0814,-0.2239
539,0.7694,0.7528,77.9783,1.0634,1.0634,-0.2388
540,0.7528,0.7444,79.7048,1.034,1.034,-0.2263
541,0.7444,0.7833,80.597,0.9811,0.9811,-0.2187
542,0.7833,0.825,76.5957,1.036,1.036,-0.2683
543,0.825,0.7694,72.7273,1.1379,1.1379,-0.2369
544,0.7694,0.7417,77.9783,1.151,1.151,-0.3074
545,0.7417,0.7306,80.8989,1.1112,1.1112,-0.2141
546,0.7306,0.7028,82.1293,1.1395,1.1395,-0.2017
547,0.7028,0.7167,85.3755,1.1205,1.1205,-0.2024
548,0.7167,0.7278,83.7209,1.0912,1.0912,-0.2235
549,0.7278,0.7278,82.4427,1.1926,1.1926,-0.2268
550,0.7278,0.7361,82.4427,1.2217,1.2356,-0.2109
551,0.7361,0.7361,81.5094,1.1559,1.1559,-0.2116
552,0.7361,0.7583,81.5094,1.0897,1.0897,-0.2262
553,0.7583,0.7111,79.1209,1.3093,1.3181,-0.2285
554,0.7111,0.6694,84.375,1.1954,1.2205,-0.2429
555,0.6694,0.6778,89.6266,1.0987,1.0987,-0.1791
556,0.6778,0.6972,88.5246,1.2374,1.2374,-0.2267
557,0.6972,0.7056,86.0558,1.2665,1.2734,-0.1728
558,0.7056,0.7194,85.0394,1.2103,1.2103,-0.208
559,0.7194,0.7306,83.3977,1.1381,1.1381,-0.2008
560,0.7306,0.7194,82.1293,1.1354,1.1354,-0.2238
561,0.7194,0.6861,83.3977,1.228,1.228,-0.2181
562,0.6861,0.6889,87.4494,1.098,1.098,-0.2042
563,0.6889,0.6944,87.0968,1.2359,1.2359,-0.2408
564,0.6944,0.6917,86.4,1.109,1.109,-0.2264
565,0.6917,0.6806,86.747,1.1967,1.1967,-0.2523
566,0.6806,0.7361,88.1633,1.1217,1.1956,-0.226
567,0.7361,0.7528,81.5094,1.0601,1.0718,-0.2174
568,0.7528,0.7583,79.7048,1.114,1.114,-0.2175
569,0.7583,0.7361,79.1209,1.2125,1.2373,-0.2169
570,0.7361,0.7278,81.5094,1.1071,1.1071,-0.2327
571,0.7278,0.7167,82.4427,1.0189,1.0189,-0.218
572,0.7167,0.7472,83.7209,1.0802,1.0802,-0.2243
573,0.7472,0.7417,80.2974,1.2406,1.2406,-0.2735
574,0.7417,0.75,80.8989,1.1468,1.1468,-0.2103
575,0.75,0.7861,80.0,1.1123,1.1123,-0.2087
576,0.7861,0.775,76.3251,1.1954,1.1954,-0.2197
577,0.775,0.75,77.4194,1.2646,1.2646,-0.1867
578,0.75,0.7222,80.0,1.1765,1.1765,-0.216
579,0.7222,0.7083,83.0769,1.0514,1.0514,-0.2212
580,0.7083,0.7028,84.7059,1.1287,1.1287,-0.214
581,0.7028,0.7139,85.3755,0.9918,0.9918,-0.2713
582,0.7139,0.7667,84.0467,1.0208,1.0208,-0.2362
583,0.7667,0.7472,78.2609,1.192,1.1934,-0.2117
584,0.7472,0.7472,80.2974,1.077,1.077,-0.2274
585,0.7472,0.7528,80.2974,1.0123,1.0123,-0.2229
586,0.7528,0.75,79.7048,1.0167,1.0167,-0.2239
587,0.75,0.7222,80.0,1.0229,1.0229,-0.272
588,0.7222,0.75,83.0769,1.0268,1.0268,-0.2167
589,0.75,0.7528,80.0,0.9622,0.9622,-0.2367
590,0.7528,0.775,79.7048,1.0097,1.0097,-0.2273
591,0.775,0.8139,77.4194,1.0243,1.0243,-0.2334
592,0.8139,0.8333,73.7201,1.0443,1.0554,-0.2318
593,0.8333,0.8056,72.0,1.1208,1.1381,-0.2364
594,0.8056,0.7639,74.4828,1.0133,1.0133,-0.2328
595,0.7639,0.7778,78.5455,0.9965,0.9965,-0.2232
596,0.7778,0.7722,77.1429,0.9981,0.9981,-0.2629
597,0.7722,0.8167,77.6978,1.3178,1.3178,-0.2392
598,0.8167,0.8167,73.4694,0.9969,0.9969,-0.2335
599,0.8167,0.6222,73.4694,1.0165,1.0165,-0.265
600,0.6222,0.9861,96.4286,1.0204,1.0204,-0.2718
601,0.9861,0.825,60.8451,1.0528,1.0528,-0.2333
602,0.825,0.7806,72.7273,1.1284,1.1811,-0.2437
603,0.7806,0.7472,76.8683,0.9997,0.9997,-0.2508
604,0.7472,0.7722,80.2974,1.0301,1.0301,-0.2383
605,0.7722,0.7833,77.6978,1.0156,1.0156,-0.2417
606,0.7833,0.8194,76.5957,1.1621,1.1621,-0.2474
607,0.8194,0.8083,73.2203,1.0328,1.0328,-0.2332
608,0.8083,0.7889,74.2268,1.078,1.078,-0.2257
609,0.7889,0.7722,76.0563,1.1822,1.2172,-0.2303
610,0.7722,0.7722,77.6978,1.1665,1.1665,-0.2174
611,0.7722,0.7472,77.6978,1.027,1.027,-0.2206
612,0.7472,0.7639,80.2974,1.0504,1.0504,-0.2255
613,0.7639,0.7944,78.5455,1.0717,1.0751,-0.2172
614,0.7944,0.7944,75.5245,1.0357,1.0357,-0.2196
615,0.7944,0.8333,75.5245,1.072,1.072,-0.2237
616,0.8333,0.7917,72.0,1.0678,1.0678,-0.2277
617,0.7917,0.7472,75.7895,1.0007,1.0035,-0.2414
618,0.7472,0.7444,80.2974,1.0342,1.0342,-0.2285
619,0.7444,0.7833,80.597,1.1191,1.1191,-0.2394
620,0.7833,0.7528,76.5957,1.1691,1.1691,-0.205
621,0.7528,0.7694,79.7048,1.2805,1.2805,-0.2511
622,0.7694,0.7583,77.9783,1.1242,1.1242,-0.2584
623,0.7583,0.7639,79.1209,1.2368,1.2448,-0.2221
624,0.7639,0.7611,78.5455,1.1372,1.1372,-0.2099
625,0.7611,0.7278,78.8321,1.1741,1.1741,-0.2387
626,0.7278,0.7139,82.4427,1.2726,1.2726,-0.2231
627,0.7139,0.7278,84.0467,1.1804,1.1804,-0.1946
628,0.7278,0.7306,82.4427,1.2427,1.2427,-0.2523
629,0.7306,0.7667,82.1293,1.207,1.207,-0.2279
630,0.7667,0.7528,78.2609,1.1013,1.1049,-0.2262
631,0.7528,0.7611,79.7048,1.1551,1.1551,-0.2321
632,0.7611,0.7361,78.8321,1.2242,1.2242,-0.2049
633,0.7361,0.7083,81.5094,1.0891,1.0891,-0.2342
634,0.7083,0.725,84.7059,1.0635,1.0635,-0.2051
635,0.725,0.7278,82.7586,1.132,1.1557,-0.2419
636,0.7278,0.7194,82.4427,1.1947,1.1947,-0.1993
637,0.7194,0.7556,83.3977,0.9662,0.9662,-0.1945
638,0.7556,0.7972,79.4118,1.0562,1.0562,-0.1928
639,0.7972,0.8,75.2613,1.1583,1.1583,-0.2334
640,0.8,0.7583,75.0,1.2114,1.2114,-0.2154
641,0.7583,0.7472,79.1209,1.0486,1.0486,-0.2233
642,0.7472,0.7528,80.2974,1.3056,1.3328,-0.2253
643,0.7528,0.7556,79.7048,1.173,1.173,-0.2593
644,0.7556,0.7917,79.4118,1.3888,1.3905,-0.2273
645,0.7917,0.8167,75.7895,1.0729,1.0729,-0.2379
646,0.8167,0.8417,73.4694,1.1049,1.1049,-0.2279
647,0.8417,0.8139,71.2871,1.1612,1.194,-0.2452
648,0.8139,0.8056,73.7201,1.2688,1.3135,-0.2365
649,0.8056,0.8,74.4828,1.1907,1.1907,-0.2478
650,0.8,0.7889,75.0,1.0781,1.0781,-0.2376
651,0.7889,0.7778,76.0563,1.1267,1.1267,-0.2326
652,0.7778,0.825,77.1429,1.1353,1.1353,-0.2336
653,0.825,0.8833,72.7273,1.1164,1.1164,-0.2426
654,0.8833,0.8583,67.9245,1.0867,1.0913,-0.2459
655,0.8583,0.8083,69.9029,1.1389,1.1516,-0.2415
656,0.8083,0.8028,74.2268,1.0297,1.0297,-0.2665
657,0.8028,0.8,74.7405,1.0719,1.0719,-0.2317
658,0.8,0.7944,75.0,1.1113,1.1113,-0.2601
659,0.7944,0.7944,75.5245,1.07,1.07,-0.2326
660,0.7944,0.8194,75.5245,1.3096,1.3096,-0.2163
661,0.8194,0.8528,73.2203,1.0879,1.0879,-0.241
662,0.8528,0.8389,70.3583,1.2268,1.2268,-0.2507
663,0.8389,0.7833,71.5232,1.0922,1.0922,-0.2349
664,0.7833,0.7778,76.5957,1.0639,1.0639,-0.2661
665,0.7778,0.7972,77.1429,1.1529,1.1529,-0.229
666,0.7972,0.8167,75.2613,1.039,1.039,-0.2189
667,0.8167,0.8472,73.4694,1.0669,1.0669,-0.2359
668,0.8472,0.8306,70.8197,1.0578,1.0578,-0.2558
669,0.8306,0.8361,72.2408,1.0783,1.0783,-0.2299
670,0.8361,0.8083,71.7608,1.041,1.041,-0.2398
671,0.8083,0.8111,74.2268,1.087,1.087,-0.243
672,0.8111,0.7861,73.9726,1.0292,1.0292,-0.2455
673,0.7861,0.775,76.3251,1.1938,1.1938,-0.2451
674,0.775,0.8417,77.4194,1.0408,1.0408,-0.3026
675,0.8417,0.8444,71.2871,1.1064,1.1064,-0.2233
676,0.8444,0.8167,71.0526,1.0383,1.0383,-0.217
677,0.8167,0.7972,73.4694,1.0479,1.0479,-0.222
678,0.7972,0.7889,75.2613,0.9919,0.9919,-0.2331
679,0.7889,0.7694,76.0563,1.0412,1.0412,-0.2367
680,0.7694,0.7778,77.9783,1.0399,1.0399,-0.2192
681,0.7778,0.8083,77.1429,1.0823,1.0823,-0.2506
682,0.8083,0.7972,74.2268,1.109,1.109,-0.2268
683,0.7972,0.8139,75.2613,1.0281,1.0281,-0.2208
684,0.8139,0.8167,73.7201,1.1127,1.1127,-0.2276
685,0.8167,0.8,73.4694,1.3526,1.3526,-0.2512
686,0.8,0.75,75.0,1.2492,1.2492,-0.2168
687,0.75,0.7639,80.0,1.1268,1.1376,-0.2193
688,0.7639,0.7694,78.5455,1.035,1.035,-0.1934
689,0.7694,0.8056,77.9783,1.2049,1.2063,-0.2045
690,0.8056,0.8111,74.4828,1.1621,1.1854,-0.2341
691,0.8111,0.7972,73.9726,1.0666,1.0666,-0.2099
692,0.7972,0.7917,75.2613,1.0907,1.0907,-0.2557
693,0.7917,0.7833,75.7895,1.2256,1.2256,-0.2276
694,0.7833,0.7528,76.5957,1.1434,1.1434,-0.2361
695,0.7528,0.7361,79.7048,1.0057,1.0057,-0.219
696,0.7361,0.7611,81.5094,1.086,1.086,-0.2497
697,0.7611,0.7778,78.8321,1.3663,1.3663,-0.1946
698,0.7778,0.7972,77.1429,1.1697,1.1697,-0.1979
699,0.7972,0.7889,75.2613,1.0917,1.1136,-0.2189
700,0.7889,0.7722,76.0563,1.1357,1.1357,-0.2342
701,0.7722,0.7389,77.6978,1.2468,1.2468,-0.1952
702,0.7389,0.7639,81.203,1.1326,1.1326,-0.2076
703,0.7639,0.7417,78.5455,1.1238,1.1238,-0.2174
704,0.7417,0.7583,80.8989,1.233,1.2864,-0.2227
705,0.7583,0.7778,79.1209,1.4195,1.4412,-0.2125
706,0.7778,0.775,77.1429,1.2274,1.2274,-0.2302
707,0.775,0.7722,77.4194,1.1256,1.1256,-0.2336
708,0.7722,0.7611,77.6978,1.1264,1.1264,-0.2492
709,0.7611,0.725,78.8321,1.1978,1.1978,-0.2296
710,0.725,0.725,82.7586,1.1227,1.1227,-0.2334
711,0.725,0.7556,82.7586,1.1079,1.1079,-0.2223
712,0.7556,0.7639,79.4118,1.1795,1.1795,-0.2204
713,0.7639,0.7833,78.5455,1.263,1.2664,-0.2296
714,0.7833,0.7944,76.5957,1.0884,1.0884,-0.2409
715,0.7944,0.7944,75.5245,1.1686,1.1686,-0.2456
716,0.7944,0.7583,75.5245,1.2043,1.2043,-0.2115
717,0.7583,0.7778,79.1209,1.0997,1.0997,-0.2353
718,0.7778,0.7722,77.1429,1.0586,1.0586,-0.2236
719,0.7722,0.7639,77.6978,1.1151,1.1151,-0.231
720,0.7639,0.7778,78.5455,1.3333,1.3333,-0.2295
721,0.7778,0.8444,77.1429,1.0813,1.0813,-0.2508
722,0.8444,0.8361,71.0526,1.0683,1.0683,-0.2415
723,0.8361,0.7722,71.7608,1.1173,1.1173,-0.2767
724,0.7722,0.775,77.6978,1.1288,1.1288,-0.2291
725,0.775,0.7556,77.4194,1.1437,1.1437,-0.2603
726,0.7556,0.775,79.4118,1.0523,1.0523,-0.2278
727,0.775,0.7694,77.4194,1.1886,1.1886,-0.2332
728,0.7694,0.7944,77.9783,1.2303,1.2321,-0.2253
729,0.7944,0.8083,75.5245,0.9978,0.9978,-0.2492
730,0.8083,0.8417,74.2268,1.041,1.041,-0.2395
731,0.8417,0.7778,71.2871,1.1768,1.1768,-0.2618
732,0.7778,0.7583,77.1429,1.1414,1.1414,-0.2382
733,0.7583,0.7528,79.1209,1.0036,1.0066,-0.2282
734,0.7528,0.7611,79.7048,1.0422,1.0422,-0.2176
735,0.7611,0.7722,78.8321,1.096,1.096,-0.2279
736,0.7722,0.8111,77.6978,1.0829,1.0829,-0.2354
737,0.8111,0.8083,73.9726,1.0025,1.0025,-0.2311
738,0.8083,0.8056,74.2268,1.0366,1.0366,-0.242
739,0.8056,0.7861,74.4828,1.0978,1.0978,-0.2227
740,0.7861,0.7722,76.3251,1.1232,1.1232,-0.25
741,0.7722,0.7639,77.6978,0.9744,0.9744,-0.268
742,0.7639,0.7667,78.5455,1.0618,1.0618,-0.2263
743,0.7667,0.775,78.2609,1.0423,1.0468,-0.2208
744,0.775,0.8056,77.4194,0.9907,0.9907,-0.2403
745,0.8056,0.825,74.4828,1.0411,1.0411,-0.2274
746,0.825,0.7694,72.7273,1.0963,1.0963,-0.2408
747,0.7694,0.7611,77.9783,1.0537,1.0537,-0.2368
748,0.7611,0.7639,78.8321,1.0564,1.0564,-0.2488
749,0.7639,0.7806,78.5455,1.0268,1.0408,-0.2221
750,0.7806,0.7444,76.8683,1.0605,1.0605,-0.2827
751,0.7444,0.7778,80.597,1.0886,1.108,-0.2657
752,0.7778,0.8,77.1429,1.0154,1.0232,-0.2335
753,0.8,0.7972,75.0,1.0132,1.0132,-0.2251
754,0.7972,0.7889,75.2613,1.0973,1.0973,-0.2542
755,0.7889,0.7583,76.0563,1.1016,1.1016,-0.2303
756,0.7583,0.7417,79.1209,0.9657,0.9657,-0.2268
757,0.7417,0.7639,80.8989,1.015,1.015,-0.2288
758,0.7639,0.7861,78.5455,1.2255,1.2255,-0.2289
759,0.7861,0.7972,76.3251,1.0686,1.0686,-0.2123
760,0.7972,0.8083,75.2613,1.0127,1.0127,-0.229
761,0.8083,0.8056,74.2268,1.0595,1.0595,-0.2363
762,0.8056,0.775,74.4828,1.0964,1.0964,-0.2218
763,0.775,0.7778,77.4194,1.0401,1.0401,-0.2195
764,0.7778,0.7722,77.1429,0.9931,0.9931,-0.2313
765,0.7722,0.775,77.6978,0.9885,0.9888,-0.2187
766,0.775,0.7694,77.4194,1.0641,1.0641,-0.21
767,0.7694,0.8278,77.9783,1.0494,1.0494,-0.2357
768,0.8278,0.8167,72.4832,0.9878,0.9878,-0.2262
769,0.8167,0.7972,73.4694,1.274,1.3011,-0.2305
770,0.7972,0.7472,75.2613,1.2385,1.2567,-0.2247
771,0.7472,0.7611,80.2974,1.0067,1.0068,-0.223
772,0.7611,0.7861,78.8321,0.9969,0.9969,-0.2319
773,0.7861,0.7889,76.3251,1.34,1.34,-0.2437
774,0.7889,0.7917,76.0563,1.0834,1.0834,-0.2645
775,0.7917,0.8139,75.7895,1.0046,1.0168,-0.27
776,0.8139,0.8333,73.7201,1.0253,1.0253,-0.2306
777,0.8333,0.7944,72.0,1.1924,1.1924,-0.2446
778,0.7944,0.7639,75.5245,1.0989,1.0989,-0.2115
779,0.7639,0.7639,78.5455,1.0114,1.0114,-0.2311
780,0.7639,0.7694,78.5455,1.0393,1.0393,-0.2252
781,0.7694,0.7694,77.9783,1.0789,1.0789,-0.2189
782,0.7694,0.8167,77.9783,1.1174,1.1174,-0.2209
783,0.8167,0.8083,73.4694,1.0609,1.0609,-0.221
784,0.8083,0.7917,74.2268,1.1458,1.1458,-0.2393
785,0.7917,0.7667,75.7895,1.1578,1.1659,-0.2361
786,0.7667,0.7778,78.2609,1.0821,1.1025,-0.2525
787,0.7778,0.7667,77.1429,1.0489,1.0489,-0.2346
788,0.7667,0.7333,78.2609,1.0759,1.0759,-0.2133
789,0.7333,0.7806,81.8182,1.0685,1.0685,-0.2433
790,0.7806,0.8139,76.8683,1.1265,1.1597,-0.2319
791,0.8139,0.8167,73.7201,1.0833,1.0833,-0.2471
792,0.8167,0.7778,73.4694,1.0991,1.0991,-0.2258
793,0.7778,0.7694,77.1429,1.0994,1.0994,-0.2197
794,0.7694,0.7528,77.9783,1.0213,1.0213,-0.2729
795,0.7528,0.7806,79.7048,1.2389,1.2389,-0.2261
796,0.7806,0.7556,76.8683,1.1007,1.1007,-0.2528
797,0.7556,0.7694,79.4118,1.0268,1.0268,-0.2632
798,0.7694,0.8056,77.9783,1.2722,1.2722,-0.2335
799,0.8056,0.7806,74.4828,1.0999,1.0999,-0.2544
800,0.7806,0.7861,76.8683,1.3175,1.3206,-0.2262
801,0.7861,0.7639,76.3251,1.1823,1.1823,-0.2573
802,0.7639,0.7583,78.5455,0.9998,0.9998,-0.2362
803,0.7583,0.7306,79.1209,1.0736,1.0736,-0.2424
804,0.7306,0.7722,82.1293,1.0744,1.0744,-0.2244
805,0.7722,0.8111,77.6978,1.109,1.109,-0.2797
806,0.8111,0.7944,73.9726,1.0701,1.0701,-0.2258
807,0.7944,0.7833,75.5245,1.0905,1.0905,-0.2284
808,0.7833,0.7889,76.5957,1.0866,1.0866,-0.2196
809,0.7889,0.7667,76.0563,1.0145,1.0145,-0.2312
810,0.7667,0.7722,78.2609,1.0387,1.0387,-0.2459
811,0.7722,0.7528,77.6978,1.0619,1.0619,-0.2121
812,0.7528,0.7667,79.7048,1.0384,1.0384,-0.2355
813,0.7667,0.825,78.2609,1.0277,1.0277,-0.2203
814,0.825,0.8306,72.7273,1.0674,1.0674,-0.2344
815,0.8306,0.7806,72.2408,1.0783,1.11,-0.2214
816,0.7806,0.7639,76.8683,0.9904,0.9904,-0.2273
817,0.7639,0.7694,78.5455,0.9678,0.9678,-0.2249
818,0.7694,0.7472,77.9783,1.0364,1.0364,-0.2388
819,0.7472,0.7583,80.2974,1.0526,1.0575,-0.2472
820,0.7583,0.7889,79.1209,1.0826,1.0826,-0.2598
821,0.7889,0.7917,76.0563,1.0301,1.0301,-0.2251
822,0.7917,0.7972,75.7895,1.05,1.05,-0.2208
823,0.7972,0.7972,75.2613,1.0644,1.0644,-0.2223
824,0.7972,0.7667,75.2613,1.0104,1.0104,-0.2245
825,0.7667,0.7333,78.2609,1.0289,1.0289,-0.2259
826,0.7333,0.7472,81.8182,1.0331,1.0331,-0.2363
827,0.7472,0.7639,80.2974,1.0389,1.0389,-0.2298
828,0.7639,0.8056,78.5455,1.021,1.021,-0.2353
829,0.8056,0.8278,74.4828,1.0748,1.0748,-0.2203
830,0.8278,0.7806,72.4832,1.0418,1.0418,-0.266
831,0.7806,0.7778,76.8683,1.0456,1.0456,-0.2267
832,0.7778,0.7833,77.1429,1.0338,1.0338,-0.2577
833,0.7833,0.7611,76.5957,1.092,1.092,-0.2614
834,0.7611,0.7306,78.8321,1.225,1.2546,-0.2284
835,0.7306,0.7722,82.1293,1.0504,1.0504,-0.2355
836,0.7722,0.8056,77.6978,1.0458,1.0458,-0.2317
837,0.8056,0.8,74.4828,1.0575,1.0575,-0.2311
838,0.8,0.7972,75.0,1.0904,1.0904,-0.2252
839,0.7972,0.7583,75.2613,0.992,0.9947,-0.2479
840,0.7583,0.7417,79.1209,0.9844,0.9844,-0.2372
841,0.7417,0.7611,80.8989,1.2533,1.2533,-0.2436
842,0.7611,0.7583,78.8321,1.0747,1.0747,-0.2312
843,0.7583,0.7667,79.1209,1.1345,1.1345,-0.2305
844,0.7667,0.7889,78.2609,1.0449,1.0449,-0.235
845,0.7889,0.775,76.0563,1.1999,1.2263,-0.2133
846,0.775,0.75,77.4194,1.4911,1.5185,-0.2007
847,0.75,0.7639,80.0,1.2314,1.2812,-0.2496
848,0.7639,0.7444,78.5455,1.0344,1.0344,-0.2361
849,0.7444,0.7111,80.597,1.3182,1.3365,-0.1978
850,0.7111,0.7028,84.375,1.1096,1.1096,-0.2167
851,0.7028,0.75,85.3755,1.0514,1.0514,-0.2078
852,0.75,0.7417,80.0,1.2309,1.2414,-0.2165
853,0.7417,0.7194,80.8989,1.2821,1.2821,-0.2104
854,0.7194,0.7194,83.3977,1.1291,1.1291,-0.2179
855,0.7194,0.7194,83.3977,1.0579,1.0579,-0.2402
856,0.7194,0.6861,83.3977,1.1965,1.1965,-0.2158
857,0.6861,0.7028,87.4494,1.2012,1.2012,-0.2394
858,0.7028,0.7111,85.3755,1.0499,1.0499,-0.2074
859,0.7111,0.7083,84.375,1.1161,1.1161,-0.2399
